Unit;kWh;kWh;kWh;kWh;kWh;kWh;
Version;1_0;1_0;1_0;1_0;1_0;1_0;
01.09.2021 00:00 - 01:00;ff;-45,000.00f;ff;-44,094.00f;0.00;89,094.00
01.09.2021 01:00 - 02:00;ff;-45,000.00f;ff;-34,886.00f;0.00;79,886.00
01.09.2021 02:00 - 03:00;ff;-45,000.00f;ff;-31,032.00f;0.00;76,032.00
01.09.2021 03:00 - 04:00;ff;-45,000.00f;ff;-49,158.00f;0.00;94,158.00
01.09.2021 04:00 - 05:00;ff;-45,000.00f;ff;-8,790.00f;0.00;53,790.00
01.09.2021 05:00 - 06:00;ff;-45,000.00f;ff;-42,331.00f;0.00;87,331.00
01.09.2021 06:00 - 07:00;ff;-45,000.00f;ff;-39,185.00f;0.00;84,185.00
01.09.2021 07:00 - 08:00;ff;-45,000.00f;ff;-6,664.00f;0.00;51,664.00
01.09.2021 08:00 - 09:00;ff;-45,000.00f;ff;-2,697.00f;0.00;47,697.00
01.09.2021 09:00 - 10:00;ff;-45,000.00f;ff;-5,734.00f;0.00;50,734.00
01.09.2021 10:00 - 11:00;ff;-45,000.00f;ff;-33,096.00f;0.00;78,096.00
01.09.2021 11:00 - 12:00;ff;-45,000.00f;ff;-30,371.00f;0.00;75,371.00
01.09.2021 12:00 - 13:00;ff;-45,000.00f;ff;-18,521.00f;0.00;63,521.00
01.09.2021 13:00 - 14:00;ff;-45,000.00f;ff;-32,238.00f;0.00;77,238.00
01.09.2021 14:00 - 15:00;ff;-45,000.00f;ff;-16,221.00f;0.00;61,221.00
01.09.2021 15:00 - 16:00;ff;-45,000.00f;ff;-2,020.00f;0.00;47,020.00
01.09.2021 16:00 - 17:00;ff;-45,000.00f;ff;-34,053.00f;0.00;79,053.00
01.09.2021 17:00 - 18:00;ff;-45,000.00f;ff;-12,478.00f;0.00;57,478.00
01.09.2021 18:00 - 19:00;ff;-45,000.00f;ff;-43,059.00f;0.00;88,059.00
01.09.2021 19:00 - 20:00;ff;-45,000.00f;ff;-34,843.00f;0.00;79,843.00
01.09.2021 20:00 - 21:00;ff;-45,000.00f;ff;-29,597.00f;0.00;74,597.00
01.09.2021 21:00 - 22:00;ff;-45,000.00f;ff;-25,288.00f;0.00;70,288.00
01.09.2021 22:00 - 23:00;ff;-45,000.00f;ff;-5,575.00f;0.00;50,575.00
01.09.2021 23:00 - 24:00;ff;-45,000.00f;ff;-19,582.00f;0.00;64,582.00
02.09.2021 00:00 - 01:00;ff;-45,000.00f;ff;-42,179.00f;0.00;87,179.00
02.09.2021 01:00 - 02:00;ff;-44,542.00f;ff;ff;0.00;44,542.00
02.09.2021 02:00 - 03:00;ff;-45,000.00f;ff;-35,840.00f;0.00;80,840.00
02.09.2021 03:00 - 04:00;ff;-45,000.00f;ff;-7,349.00f;0.00;52,349.00
02.09.2021 04:00 - 05:00;ff;-45,000.00f;ff;-44,345.00f;0.00;89,345.00
02.09.2021 05:00 - 06:00;ff;-45,000.00f;ff;-49,941.00f;0.00;94,941.00
02.09.2021 06:00 - 07:00;ff;-45,000.00f;ff;-40,870.00f;0.00;85,870.00
02.09.2021 07:00 - 08:00;ff;-45,000.00f;ff;-17,842.00f;0.00;62,842.00
02.09.2021 08:00 - 09:00;ff;-45,000.00f;ff;-17,741.00f;0.00;62,741.00
02.09.2021 09:00 - 10:00;ff;-45,000.00f;ff;-21,915.00f;0.00;66,915.00
02.09.2021 10:00 - 11:00;ff;-45,000.00f;ff;-23,055.00f;0.00;68,055.00
02.09.2021 11:00 - 12:00;ff;-45,000.00f;ff;-4,564.00f;0.00;49,564.00
02.09.2021 12:00 - 13:00;ff;-45,000.00f;ff;-16,008.00f;0.00;61,008.00
02.09.2021 13:00 - 14:00;ff;-45,000.00f;ff;-25,871.00f;0.00;70,871.00
02.09.2021 14:00 - 15:00;ff;-45,000.00f;ff;-38,160.00f;0.00;83,160.00
02.09.2021 15:00 - 16:00;ff;-45,000.00f;ff;-17,009.00f;0.00;62,009.00
02.09.2021 16:00 - 17:00;ff;-45,000.00f;ff;-8,429.00f;0.00;53,429.00
02.09.2021 17:00 - 18:00;ff;-45,000.00f;ff;-1,623.00f;0.00;46,623.00
02.09.2021 18:00 - 19:00;ff;-45,000.00f;ff;-18,911.00f;0.00;63,911.00
02.09.2021 19:00 - 20:00;ff;-45,000.00f;ff;-4,008.00f;0.00;49,008.00
02.09.2021 20:00 - 21:00;ff;-45,000.00f;ff;-28,735.00f;0.00;73,735.00
02.09.2021 21:00 - 22:00;ff;-45,000.00f;ff;-3,942.00f;0.00;48,942.00
02.09.2021 22:00 - 23:00;ff;-45,000.00f;ff;-1,500.00f;0.00;46,500.00
02.09.2021 23:00 - 24:00;ff;-45,000.00f;ff;-21,780.00f;0.00;66,780.00
03.09.2021 00:00 - 01:00;ff;-45,000.00f;ff;-28,494.00;0.00;73,494.00
03.09.2021 01:00 - 02:00;ff;-45,000.00f;ff;-35,195.00;0.00;80,195.00
03.09.2021 02:00 - 03:00;ff;-45,000.00f;ff;-20,921.00;0.00;65,921.00
03.09.2021 03:00 - 04:00;ff;-45,000.00f;ff;-27,710.00;0.00;72,710.00
03.09.2021 04:00 - 05:00;ff;-45,000.00f;ff;-4,847.00;0.00;49,847.00
03.09.2021 05:00 - 06:00;ff;-45,000.00f;ff;-28,360.00;0.00;73,360.00
03.09.2021 06:00 - 07:00;ff;-45,000.00f;ff;-52,167.00;0.00;97,167.00
03.09.2021 07:00 - 08:00;ff;-45,000.00f;ff;-11,085.00;0.00;56,085.00
03.09.2021 08:00 - 09:00;ff;-45,000.00f;ff;-3,858.00;0.00;48,858.00
03.09.2021 09:00 - 10:00;ff;-44,921.00f;ff;0.00;0.00;44,921.00
03.09.2021 10:00 - 11:00;ff;-45,000.00f;ff;-2,879.00;0.00;47,879.00
03.09.2021 11:00 - 12:00;ff;-45,000.00f;ff;-47,447.00;0.00;92,447.00
03.09.2021 12:00 - 13:00;ff;-45,000.00f;ff;-7,086.00;0.00;52,086.00
03.09.2021 13:00 - 14:00;ff;-45,000.00f;ff;-20,391.00;0.00;65,391.00
03.09.2021 14:00 - 15:00;ff;-45,000.00f;ff;-14,525.00;0.00;59,525.00
03.09.2021 15:00 - 16:00;ff;-45,000.00f;ff;-39,592.00;0.00;84,592.00
03.09.2021 16:00 - 17:00;ff;-45,000.00f;ff;-7,154.00;0.00;52,154.00
03.09.2021 17:00 - 18:00;ff;-45,000.00f;ff;-24,113.00;0.00;69,113.00
03.09.2021 18:00 - 19:00;ff;-45,000.00f;ff;-49,930.00;0.00;94,930.00
03.09.2021 19:00 - 20:00;ff;-45,000.00f;ff;-29,261.00;0.00;74,261.00
03.09.2021 20:00 - 21:00;ff;-45,000.00f;ff;-15,734.00;0.00;60,734.00
03.09.2021 21:00 - 22:00;ff;-44,822.00f;ff;0.00;0.00;44,822.00
03.09.2021 22:00 - 23:00;ff;-45,000.00f;ff;-10,997.00;0.00;55,997.00
03.09.2021 23:00 - 24:00;ff;-45,000.00f;ff;-17,440.00;0.00;62,440.00
04.09.2021 00:00 - 01:00;ff;-45,000.00f;ff;-13,366.00f;0.00;58,366.00
04.09.2021 01:00 - 02:00;ff;-45,000.00f;ff;-36,714.00f;0.00;81,714.00
04.09.2021 02:00 - 03:00;ff;-45,000.00f;ff;-34,270.00f;0.00;79,270.00
04.09.2021 03:00 - 04:00;ff;-45,000.00f;ff;-17,766.00f;0.00;62,766.00
04.09.2021 04:00 - 05:00;ff;-45,000.00f;ff;-23,515.00f;0.00;68,515.00
04.09.2021 05:00 - 06:00;ff;-45,000.00f;ff;-41,425.00f;0.00;86,425.00
04.09.2021 06:00 - 07:00;ff;-45,000.00f;ff;-17,923.00f;0.00;62,923.00
04.09.2021 07:00 - 08:00;ff;-45,000.00f;ff;-946.00f;0.00;45,946.00
04.09.2021 08:00 - 09:00;ff;-45,000.00f;ff;-18,089.00f;0.00;63,089.00
04.09.2021 09:00 - 10:00;ff;-45,000.00f;ff;-2,333.00f;0.00;47,333.00
04.09.2021 10:00 - 11:00;ff;-44,806.00f;ff;ff;0.00;44,806.00
04.09.2021 11:00 - 12:00;ff;-45,000.00f;ff;-19,993.00f;0.00;64,993.00
04.09.2021 12:00 - 13:00;ff;-45,000.00f;ff;-29,083.00f;0.00;74,083.00
04.09.2021 13:00 - 14:00;ff;-45,000.00f;ff;-1,217.00f;0.00;46,217.00
04.09.2021 14:00 - 15:00;ff;-45,000.00f;ff;-366.00f;0.00;45,366.00
04.09.2021 15:00 - 16:00;ff;-45,000.00f;ff;-10,426.00f;0.00;55,426.00
04.09.2021 16:00 - 17:00;ff;-45,000.00f;ff;-22,638.00f;0.00;67,638.00
04.09.2021 17:00 - 18:00;ff;-45,000.00f;ff;-21,443.00f;0.00;66,443.00
04.09.2021 18:00 - 19:00;ff;-45,000.00f;ff;-42,939.00f;0.00;87,939.00
04.09.2021 19:00 - 20:00;ff;-45,000.00f;ff;-33,197.00f;0.00;78,197.00
04.09.2021 20:00 - 21:00;ff;-45,000.00f;ff;-22,680.00f;0.00;67,680.00
04.09.2021 21:00 - 22:00;ff;-45,000.00f;ff;-4,453.00f;0.00;49,453.00
04.09.2021 22:00 - 23:00;ff;-45,000.00f;ff;-39,724.00f;0.00;84,724.00
04.09.2021 23:00 - 24:00;ff;-45,000.00f;ff;-21,189.00f;0.00;66,189.00
05.09.2021 00:00 - 01:00;ff;-45,000.00f;ff;-25,992.00f;0.00;70,992.00
05.09.2021 01:00 - 02:00;ff;-45,000.00f;ff;-17,418.00f;0.00;62,418.00
05.09.2021 02:00 - 03:00;ff;-45,000.00f;ff;-2,501.00f;0.00;47,501.00
05.09.2021 03:00 - 04:00;ff;-45,000.00f;ff;-54,077.00f;0.00;99,077.00
05.09.2021 04:00 - 05:00;ff;-45,000.00f;ff;-47,866.00f;0.00;92,866.00
05.09.2021 05:00 - 06:00;ff;-45,000.00f;ff;-53,995.00f;0.00;98,995.00
05.09.2021 06:00 - 07:00;ff;-45,000.00f;ff;-47,476.00f;0.00;92,476.00
05.09.2021 07:00 - 08:00;ff;-45,000.00f;ff;-3,789.00f;0.00;48,789.00
05.09.2021 08:00 - 09:00;ff;-45,000.00f;ff;-3,674.00f;0.00;48,674.00
05.09.2021 09:00 - 10:00;ff;-45,000.00f;ff;-987.00f;0.00;45,987.00
05.09.2021 10:00 - 11:00;ff;-45,000.00f;ff;-4,723.00f;0.00;49,723.00
05.09.2021 11:00 - 12:00;ff;-45,000.00f;ff;-26,916.00f;0.00;71,916.00
05.09.2021 12:00 - 13:00;ff;-45,000.00f;ff;-33,318.00f;0.00;78,318.00
05.09.2021 13:00 - 14:00;ff;-45,000.00f;ff;-13,649.00f;0.00;58,649.00
05.09.2021 14:00 - 15:00;ff;-45,000.00f;ff;-256.00f;0.00;45,256.00
05.09.2021 15:00 - 16:00;ff;-45,000.00f;ff;-3,934.00f;0.00;48,934.00
05.09.2021 16:00 - 17:00;ff;-45,000.00f;ff;-7,471.00f;0.00;52,471.00
05.09.2021 17:00 - 18:00;ff;-45,000.00f;ff;-1,579.00f;0.00;46,579.00
05.09.2021 18:00 - 19:00;ff;-45,000.00f;ff;-5,417.00f;0.00;50,417.00
05.09.2021 19:00 - 20:00;ff;-45,000.00f;ff;-8,572.00f;0.00;53,572.00
05.09.2021 20:00 - 21:00;ff;-45,000.00f;ff;-3,905.00f;0.00;48,905.00
05.09.2021 21:00 - 22:00;ff;-45,000.00f;ff;-3,946.00f;0.00;48,946.00
05.09.2021 22:00 - 23:00;ff;-45,000.00f;ff;-152.00f;0.00;45,152.00
05.09.2021 23:00 - 24:00;ff;-45,000.00f;ff;-8,084.00f;0.00;53,084.00
06.09.2021 00:00 - 01:00;ff;-45,000.00f;ff;-2,590.00f;0.00;47,590.00
06.09.2021 01:00 - 02:00;ff;-45,000.00f;ff;-4,827.00f;0.00;49,827.00
06.09.2021 02:00 - 03:00;ff;-45,000.00f;ff;-2,357.00f;0.00;47,357.00
06.09.2021 03:00 - 04:00;ff;-45,000.00f;ff;-15,836.00f;0.00;60,836.00
06.09.2021 04:00 - 05:00;ff;-45,000.00f;ff;-17,652.00f;0.00;62,652.00
06.09.2021 05:00 - 06:00;ff;-45,000.00f;ff;-50,444.00f;0.00;95,444.00
06.09.2021 06:00 - 07:00;ff;-45,000.00f;ff;-33,752.00f;0.00;78,752.00
06.09.2021 07:00 - 08:00;ff;-45,000.00f;ff;-10,547.00f;0.00;55,547.00
06.09.2021 08:00 - 09:00;ff;-45,000.00f;ff;-6,948.00f;0.00;51,948.00
06.09.2021 09:00 - 10:00;ff;-44,058.00f;ff;ff;0.00;44,058.00
06.09.2021 10:00 - 11:00;ff;-45,000.00f;ff;-5,439.00f;0.00;50,439.00
06.09.2021 11:00 - 12:00;ff;-45,000.00f;ff;-9,104.00f;0.00;54,104.00
06.09.2021 12:00 - 13:00;ff;-45,000.00f;ff;-5,926.00f;0.00;50,926.00
06.09.2021 13:00 - 14:00;ff;-45,000.00f;ff;-13,794.00f;0.00;58,794.00
06.09.2021 14:00 - 15:00;ff;-45,000.00f;ff;-3,654.00f;0.00;48,654.00
06.09.2021 15:00 - 16:00;ff;-45,000.00f;ff;-21,393.00f;0.00;66,393.00
06.09.2021 16:00 - 17:00;ff;-43,573.00f;ff;ff;0.00;43,573.00
06.09.2021 17:00 - 18:00;ff;-45,000.00f;ff;-17,780.00f;0.00;62,780.00
06.09.2021 18:00 - 19:00;ff;-45,000.00f;ff;-8,874.00f;0.00;53,874.00
06.09.2021 19:00 - 20:00;ff;-45,000.00f;ff;-3,372.00f;0.00;48,372.00
06.09.2021 20:00 - 21:00;ff;-45,000.00f;ff;-14,595.00f;0.00;59,595.00
06.09.2021 21:00 - 22:00;ff;-45,000.00f;ff;-625.00f;0.00;45,625.00
06.09.2021 22:00 - 23:00;ff;-45,000.00f;ff;-944.00f;0.00;45,944.00
06.09.2021 23:00 - 24:00;ff;-45,000.00f;ff;-971.00f;0.00;45,971.00
07.09.2021 00:00 - 01:00;ff;-45,000.00f;ff;-9,584.00;0.00;54,584.00
07.09.2021 01:00 - 02:00;ff;-45,000.00f;ff;-21,229.00;0.00;66,229.00
07.09.2021 02:00 - 03:00;ff;-45,000.00f;ff;-50,094.00;0.00;95,094.00
